,duration,reward
0,12,-595.3893009397887
1,24,-625.2095759269051
2,52,-713.0284681370368
3,7,-546.7216142056977
4,16,-595.8132335297237
5,36,-706.7979810586381
6,2,-511.61141334344074
7,10,-566.4570082560017
8,12,-604.9577259595061
9,16,-588.5755528250857
10,16,-560.02777173069
11,30,-749.6271208478859
12,39,-804.2752454149456
13,8,-532.5643889437267
14,4,-526.8248722092902
15,34,-626.2334936542022
16,26,-750.9825447223521
17,15,-584.4870084853678
18,17,-585.8181819132017
19,6,-521.5560447258167
